2021-02-16 13:35:36.712583
{'physician-fee-freeze=n'} --> {'Class Name=democrat'} | Confidence: 0.9919028340080972 | Consequent Support: 0.6137931034482759 | Support: 0.5632183908045977 | Lift: 1.6160214711367875
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9183673469387755 | Consequent Support: 0.4827586206896552 | Support: 0.3103448275862069 | Lift: 1.902332361516035
{'crime=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3103448275862069 | Lift: 1.6292134831460674
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9507042253521126 | Consequent Support: 0.5816091954022988 | Support: 0.3103448275862069 | Lift: 1.6346100317318932
{'crime=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9574468085106383 | Consequent Support: 0.5563218390804597 | Support: 0.3103448275862069 | Lift: 1.7210304202567261
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9507042253521126 | Consequent Support: 0.5310344827586206 | Support: 0.3103448275862069 | Lift: 1.7902871776111213
{'crime=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9574468085106383 | Consequent Support: 0.5011494252873563 | Support: 0.3103448275862069 | Lift: 1.910501659184072
{'crime=n', 'education-spending=n', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9 | Consequent Support: 0.4942528735632184 | Support: 0.3103448275862069 | Lift: 1.8209302325581396
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'adoption-of-the-budget-resolution=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n'} --> {'el-salvador-aid=n'} | Confidence: 0.9440559440559441 | Consequent Support: 0.4781609195402299 | Support: 0.3103448275862069 | Lift: 1.9743477676169985
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'adoption-of-the-budget-resolution=y', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9782608695652173 | Consequent Support: 0.5678160919540229 | Support: 0.3103448275862069 | Lift: 1.722848090124978
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9375 | Consequent Support: 0.5816091954022988 | Support: 0.3103448275862069 | Lift: 1.611907114624506
{'anti-satellite-test-ban=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9854014598540147 | Consequent Support: 0.5563218390804597 | Support: 0.3103448275862069 | Lift: 1.7712794836218861
{'aid-to-nicaraguan-contras=y', 'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9375 | Consequent Support: 0.5494252873563218 | Support: 0.3103448275862069 | Lift: 1.7063284518828454
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n', 'el-salvador-aid=n'} | Confidence: 0.9 | Consequent Support: 0.4482758620689655 | Support: 0.3103448275862069 | Lift: 2.0076923076923077
{'superfund-right-to-sue=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} | Confidence: 0.9121621621621622 | Consequent Support: 0.503448275862069 | Support: 0.3103448275862069 | Lift: 1.8118289522399111
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'superfund-right-to-sue=n'} --> {'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} | Confidence: 0.9246575342465753 | Consequent Support: 0.4689655172413793 | Support: 0.3103448275862069 | Lift: 1.971696212731668
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9642857142857143 | Consequent Support: 0.4850574712643678 | Support: 0.3103448275862069 | Lift: 1.9879823967501693
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9183673469387755 | Consequent Support: 0.4942528735632184 | Support: 0.3103448275862069 | Lift: 1.858092074038918
{'superfund-right-to-sue=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'anti-satellite-test-ban=y'} | Confidence: 0.9060402684563759 | Consequent Support: 0.4528735632183908 | Support: 0.3103448275862069 | Lift: 2.0006472932919976
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9246575342465753 | Consequent Support: 0.4827586206896552 | Support: 0.3103448275862069 | Lift: 1.9153620352250487
{'religious-groups-in-schools=y', 'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y'} | Confidence: 0.9782608695652173 | Consequent Support: 0.48735632183908045 | Support: 0.3103448275862069 | Lift: 2.00728055783429
{'el-salvador-aid=y', 'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9375 | Consequent Support: 0.6252873563218391 | Support: 0.3103448275862069 | Lift: 1.4993106617647058
{'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'religious-groups-in-schools=y', 'el-salvador-aid=y'} | Confidence: 0.9 | Consequent Support: 0.4528735632183908 | Support: 0.3103448275862069 | Lift: 1.987309644670051
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'physician-fee-freeze=n', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9926470588235294 | Consequent Support: 0.6137931034482759 | Support: 0.3103448275862069 | Lift: 1.6172339722405817
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'physician-fee-freeze=n', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9507042253521126 | Consequent Support: 0.4781609195402299 | Support: 0.3103448275862069 | Lift: 1.9882516251354279
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9642857142857143 | Consequent Support: 0.5678160919540229 | Support: 0.3103448275862069 | Lift: 1.6982359745517641
{'education-spending=n', 'mx-missile=y', 'physician-fee-freeze=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9183673469387755 | Consequent Support: 0.5494252873563218 | Support: 0.3103448275862069 | Lift: 1.6715054222525831
{'physician-fee-freeze=n', 'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9440559440559441 | Consequent Support: 0.45977011494252873 | Support: 0.3103448275862069 | Lift: 2.0533216783216783
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9375 | Consequent Support: 0.5632183908045977 | Support: 0.3103448275862069 | Lift: 1.6645408163265307
{'education-spending=n', 'anti-satellite-test-ban=y', 'mx-missile=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'el-salvador-aid=n'} | Confidence: 0.9183673469387755 | Consequent Support: 0.4482758620689655 | Support: 0.3103448275862069 | Lift: 2.0486656200941917
{'physician-fee-freeze=n', 'education-spending=n', 'mx-missile=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'Class Name=democrat'} | Confidence: 0.9121621621621622 | Consequent Support: 0.45977011494252873 | Support: 0.3103448275862069 | Lift: 1.9839527027027029
{'physician-fee-freeze=n', 'superfund-right-to-sue=n', 'mx-missile=y'} --> {'el-salvador-aid=n'} | Confidence: 0.9440559440559441 | Consequent Support: 0.4781609195402299 | Support: 0.3103448275862069 | Lift: 1.9743477676169985
{'superfund-right-to-sue=n', 'mx-missile=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9642857142857143 | Consequent Support: 0.5678160919540229 | Support: 0.3103448275862069 | Lift: 1.6982359745517641
{'superfund-right-to-sue=n', 'mx-missile=y'} --> {'physician-fee-freeze=n', 'el-salvador-aid=n'} | Confidence: 0.9060402684563759 | Consequent Support: 0.4482758620689655 | Support: 0.3103448275862069 | Lift: 2.0211667527103767
{'anti-satellite-test-ban=y', 'duty-free-exports=y'} --> {'Class Name=democrat'} | Confidence: 0.9310344827586208 | Consequent Support: 0.6137931034482759 | Support: 0.3103448275862069 | Lift: 1.5168539325842698
{'crime=n', 'education-spending=n', 'adoption-of-the-budget-resolution=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9574468085106383 | Consequent Support: 0.5563218390804597 | Support: 0.3103448275862069 | Lift: 1.7210304202567261
{'crime=n', 'education-spending=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9507042253521126 | Consequent Support: 0.5816091954022988 | Support: 0.3103448275862069 | Lift: 1.6346100317318932
{'mx-missile=y', 'superfund-right-to-sue=n', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9642857142857143 | Consequent Support: 0.6137931034482759 | Support: 0.3103448275862069 | Lift: 1.5710272873194222
{'superfund-right-to-sue=n', 'mx-missile=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9440559440559441 | Consequent Support: 0.4781609195402299 | Support: 0.3103448275862069 | Lift: 1.9743477676169985
{'superfund-right-to-sue=n', 'mx-missile=y'} --> {'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9060402684563759 | Consequent Support: 0.45977011494252873 | Support: 0.3103448275862069 | Lift: 1.9706375838926176
{'duty-free-exports=n', 'education-spending=y'} --> {'crime=y'} | Confidence: 0.9375 | Consequent Support: 0.5701149425287356 | Support: 0.3103448275862069 | Lift: 1.644405241935484
{'crime=n', 'superfund-right-to-sue=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9926470588235294 | Consequent Support: 0.5678160919540229 | Support: 0.3103448275862069 | Lift: 1.7481840914503455
{'superfund-right-to-sue=y', 'el-salvador-aid=y', 'mx-missile=n'} --> {'aid-to-nicaraguan-contras=n'} | Confidence: 0.9060402684563759 | Consequent Support: 0.4091954022988506 | Support: 0.3103448275862069 | Lift: 2.2141995324636152
{'superfund-right-to-sue=y', 'el-salvador-aid=y', 'aid-to-nicaraguan-contras=n'} --> {'mx-missile=n'} | Confidence: 0.9246575342465753 | Consequent Support: 0.4735632183908046 | Support: 0.3103448275862069 | Lift: 1.9525535310546613
{'superfund-right-to-sue=y', 'mx-missile=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9782608695652173 | Consequent Support: 0.48735632183908045 | Support: 0.3103448275862069 | Lift: 2.00728055783429
{'superfund-right-to-sue=y', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y', 'mx-missile=n'} | Confidence: 0.9060402684563759 | Consequent Support: 0.42298850574712643 | Support: 0.3103448275862069 | Lift: 2.1419973737963236
{'el-salvador-aid=y', 'physician-fee-freeze=y', 'aid-to-nicaraguan-contras=n'} --> {'mx-missile=n'} | Confidence: 0.9507042253521126 | Consequent Support: 0.4735632183908046 | Support: 0.3103448275862069 | Lift: 2.007555038971694
{'physician-fee-freeze=y', 'mx-missile=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9926470588235294 | Consequent Support: 0.48735632183908045 | Support: 0.3103448275862069 | Lift: 2.0367993895671477
{'physician-fee-freeze=y', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y', 'mx-missile=n'} | Confidence: 0.9440559440559441 | Consequent Support: 0.42298850574712643 | Support: 0.3103448275862069 | Lift: 2.231871389480085
{'adoption-of-the-budget-resolution=n', 'mx-missile=n'} --> {'physician-fee-freeze=y'} | Confidence: 0.9246575342465753 | Consequent Support: 0.4068965517241379 | Support: 0.3103448275862069 | Lift: 2.2724634316229393
{'adoption-of-the-budget-resolution=n', 'physician-fee-freeze=y'} --> {'mx-missile=n'} | Confidence: 0.9246575342465753 | Consequent Support: 0.4735632183908046 | Support: 0.3103448275862069 | Lift: 1.9525535310546613
{'crime=n', 'physician-fee-freeze=n', 'superfund-right-to-sue=n'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.3103448275862069 | Lift: 1.6292134831460674
{'crime=n', 'superfund-right-to-sue=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9926470588235294 | Consequent Support: 0.5678160919540229 | Support: 0.3103448275862069 | Lift: 1.7481840914503455
{'crime=n', 'superfund-right-to-sue=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9926470588235294 | Consequent Support: 0.5632183908045977 | Support: 0.3103448275862069 | Lift: 1.7624549819927973
{'handicapped-infants=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9782608695652173 | Consequent Support: 0.48735632183908045 | Support: 0.3103448275862069 | Lift: 2.00728055783429
{'adoption-of-the-budget-resolution=n', 'mx-missile=n'} --> {'aid-to-nicaraguan-contras=n'} | Confidence: 0.9246575342465753 | Consequent Support: 0.4091954022988506 | Support: 0.3103448275862069 | Lift: 2.2596967831306753
{'adoption-of-the-budget-resolution=n', 'aid-to-nicaraguan-contras=n'} --> {'mx-missile=n'} | Confidence: 0.9642857142857143 | Consequent Support: 0.4735632183908046 | Support: 0.3103448275862069 | Lift: 2.03623439667129
{'crime=y', 'duty-free-exports=n', 'Class Name=republican'} --> {'physician-fee-freeze=y'} | Confidence: 0.9926470588235294 | Consequent Support: 0.4068965517241379 | Support: 0.3103448275862069 | Lift: 2.439556331006979
{'crime=y', 'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'Class Name=republican'} | Confidence: 0.9310344827586208 | Consequent Support: 0.38620689655172413 | Support: 0.3103448275862069 | Lift: 2.410714285714286
{'duty-free-exports=n', 'Class Name=republican', 'physician-fee-freeze=y'} --> {'crime=y'} | Confidence: 0.9642857142857143 | Consequent Support: 0.5701149425287356 | Support: 0.3103448275862069 | Lift: 1.6913882488479264
{'duty-free-exports=n', 'Class Name=republican'} --> {'crime=y', 'physician-fee-freeze=y'} | Confidence: 0.9507042253521126 | Consequent Support: 0.38620689655172413 | Support: 0.3103448275862069 | Lift: 2.4616448692152915
{'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'crime=y', 'Class Name=republican'} | Confidence: 0.9 | Consequent Support: 0.3632183908045977 | Support: 0.3103448275862069 | Lift: 2.4778481012658227
{'mx-missile=y', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9310344827586208 | Consequent Support: 0.5816091954022988 | Support: 0.3103448275862069 | Lift: 1.6007905138339924
{'adoption-of-the-budget-resolution=y', 'superfund-right-to-sue=n', 'mx-missile=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9854014598540147 | Consequent Support: 0.5563218390804597 | Support: 0.3103448275862069 | Lift: 1.7712794836218861
{'superfund-right-to-sue=n', 'mx-missile=y'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9060402684563759 | Consequent Support: 0.4942528735632184 | Support: 0.3103448275862069 | Lift: 1.8331512408303419
{'el-salvador-aid=y', 'duty-free-exports=n', 'Class Name=republican'} --> {'physician-fee-freeze=y'} | Confidence: 1.0 | Consequent Support: 0.4068965517241379 | Support: 0.3103448275862069 | Lift: 2.457627118644068
{'el-salvador-aid=y', 'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'Class Name=republican'} | Confidence: 0.9375 | Consequent Support: 0.38620689655172413 | Support: 0.3103448275862069 | Lift: 2.427455357142857
{'duty-free-exports=n', 'Class Name=republican', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y'} | Confidence: 0.9642857142857143 | Consequent Support: 0.48735632183908045 | Support: 0.3103448275862069 | Lift: 1.9786051212938005
{'duty-free-exports=n', 'Class Name=republican'} --> {'el-salvador-aid=y', 'physician-fee-freeze=y'} | Confidence: 0.9507042253521126 | Consequent Support: 0.38620689655172413 | Support: 0.3103448275862069 | Lift: 2.4616448692152915
{'duty-free-exports=n', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y', 'Class Name=republican'} | Confidence: 0.9 | Consequent Support: 0.36091954022988504 | Support: 0.3103448275862069 | Lift: 2.493630573248408
{'anti-satellite-test-ban=y', 'duty-free-exports=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9310344827586208 | Consequent Support: 0.5563218390804597 | Support: 0.3103448275862069 | Lift: 1.6735537190082648
{'adoption-of-the-budget-resolution=n', 'religious-groups-in-schools=y', 'crime=y'} --> {'el-salvador-aid=y'} | Confidence: 0.9507042253521126 | Consequent Support: 0.48735632183908045 | Support: 0.3103448275862069 | Lift: 1.950737443529099
{'adoption-of-the-budget-resolution=n', 'religious-groups-in-schools=y', 'el-salvador-aid=y'} --> {'crime=y'} | Confidence: 0.9507042253521126 | Consequent Support: 0.5701149425287356 | Support: 0.3103448275862069 | Lift: 1.6675658791458428
{'adoption-of-the-budget-resolution=n', 'el-salvador-aid=y', 'crime=y'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9246575342465753 | Consequent Support: 0.6252873563218391 | Support: 0.3103448275862069 | Lift: 1.4787721595487509
{'mx-missile=y', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9310344827586208 | Consequent Support: 0.5494252873563218 | Support: 0.3103448275862069 | Lift: 1.6945606694560673
{'superfund-right-to-sue=n', 'anti-satellite-test-ban=y', 'mx-missile=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9712230215827338 | Consequent Support: 0.5563218390804597 | Support: 0.3103448275862069 | Lift: 1.745793447886319
{'superfund-right-to-sue=n', 'mx-missile=y'} --> {'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9060402684563759 | Consequent Support: 0.4827586206896552 | Support: 0.3103448275862069 | Lift: 1.8767976989453499
{'adoption-of-the-budget-resolution=n', 'duty-free-exports=n'} --> {'crime=y'} | Confidence: 0.9642857142857143 | Consequent Support: 0.5701149425287356 | Support: 0.3103448275862069 | Lift: 1.6913882488479264
{'superfund-right-to-sue=y', 'handicapped-infants=n'} --> {'crime=y'} | Confidence: 0.9 | Consequent Support: 0.5701149425287356 | Support: 0.3103448275862069 | Lift: 1.5786290322580645
{'synfuels-corporation-cutback=n', 'Class Name=republican'} --> {'physician-fee-freeze=y'} | Confidence: 0.9782608695652173 | Consequent Support: 0.4068965517241379 | Support: 0.3103448275862069 | Lift: 2.4042004421518053
{'synfuels-corporation-cutback=n', 'physician-fee-freeze=y'} --> {'Class Name=republican'} | Confidence: 0.9782608695652173 | Consequent Support: 0.38620689655172413 | Support: 0.3103448275862069 | Lift: 2.5329968944099375
{'superfund-right-to-sue=y', 'Class Name=republican'} --> {'physician-fee-freeze=y'} | Confidence: 0.9926470588235294 | Consequent Support: 0.4068965517241379 | Support: 0.3103448275862069 | Lift: 2.439556331006979
{'superfund-right-to-sue=y', 'physician-fee-freeze=y'} --> {'Class Name=republican'} | Confidence: 0.9310344827586208 | Consequent Support: 0.38620689655172413 | Support: 0.3103448275862069 | Lift: 2.410714285714286
{'crime=n', 'physician-fee-freeze=n', 'education-spending=n'} --> {'el-salvador-aid=n'} | Confidence: 0.9183673469387755 | Consequent Support: 0.4781609195402299 | Support: 0.3103448275862069 | Lift: 1.9206240188383046
{'crime=n', 'physician-fee-freeze=n', 'el-salvador-aid=n'} --> {'education-spending=n'} | Confidence: 0.9060402684563759 | Consequent Support: 0.535632183908046 | Support: 0.3103448275862069 | Lift: 1.6915344067747788
{'crime=n', 'education-spending=n', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9854014598540147 | Consequent Support: 0.5678160919540229 | Support: 0.3103448275862069 | Lift: 1.7354236236295402
{'duty-free-exports=n', 'Class Name=republican'} --> {'el-salvador-aid=y'} | Confidence: 0.9507042253521126 | Consequent Support: 0.48735632183908045 | Support: 0.3103448275862069 | Lift: 1.950737443529099
{'export-administration-act-south-africa=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9310344827586208 | Consequent Support: 0.5678160919540229 | Support: 0.3103448275862069 | Lift: 1.6396761133603242
{'adoption-of-the-budget-resolution=n', 'Class Name=republican'} --> {'crime=y'} | Confidence: 0.9507042253521126 | Consequent Support: 0.5701149425287356 | Support: 0.3103448275862069 | Lift: 1.6675658791458428
{'handicapped-infants=y', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 0.9246575342465753 | Consequent Support: 0.6137931034482759 | Support: 0.3103448275862069 | Lift: 1.506464522087117
{'mx-missile=n', 'education-spending=y'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9574468085106383 | Consequent Support: 0.6252873563218391 | Support: 0.3103448275862069 | Lift: 1.5312108886107636
{'mx-missile=n', 'education-spending=y'} --> {'crime=y'} | Confidence: 0.9574468085106383 | Consequent Support: 0.5701149425287356 | Support: 0.3103448275862069 | Lift: 1.6793925875085793
{'export-administration-act-south-africa=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9574468085106383 | Consequent Support: 0.6137931034482759 | Support: 0.3103448275862069 | Lift: 1.559885249820703
{'export-administration-act-south-africa=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9183673469387755 | Consequent Support: 0.4781609195402299 | Support: 0.3103448275862069 | Lift: 1.9206240188383046
{'export-administration-act-south-africa=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9782608695652173 | Consequent Support: 0.5563218390804597 | Support: 0.3103448275862069 | Lift: 1.7584441250449154
{'export-administration-act-south-africa=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9310344827586208 | Consequent Support: 0.5011494252873563 | Support: 0.3103448275862069 | Lift: 1.857798165137615
{'adoption-of-the-budget-resolution=n', 'el-salvador-aid=y', 'crime=y'} --> {'physician-fee-freeze=y'} | Confidence: 0.9178082191780822 | Consequent Support: 0.4068965517241379 | Support: 0.3080459770114943 | Lift: 2.2556303691664734
{'adoption-of-the-budget-resolution=n', 'el-salvador-aid=y', 'physician-fee-freeze=y'} --> {'crime=y'} | Confidence: 0.9503546099290782 | Consequent Support: 0.5701149425287356 | Support: 0.3080459770114943 | Lift: 1.6669526424159233
{'adoption-of-the-budget-resolution=n', 'crime=y', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y'} | Confidence: 0.9710144927536232 | Consequent Support: 0.48735632183908045 | Support: 0.3080459770114943 | Lift: 1.9924118129614439
{'adoption-of-the-budget-resolution=n', 'physician-fee-freeze=y'} --> {'el-salvador-aid=y', 'crime=y'} | Confidence: 0.9178082191780822 | Consequent Support: 0.4459770114942529 | Support: 0.3080459770114943 | Lift: 2.0579720378477617
{'superfund-right-to-sue=y', 'anti-satellite-test-ban=n'} --> {'mx-missile=n'} | Confidence: 0.9115646258503401 | Consequent Support: 0.4735632183908046 | Support: 0.3080459770114943 | Lift: 1.9249058846839706
{'anti-satellite-test-ban=y', 'duty-free-exports=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9241379310344828 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.62753036437247
{'physician-fee-freeze=n', 'education-spending=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9305555555555557 | Consequent Support: 0.5816091954022988 | Support: 0.3080459770114943 | Lift: 1.599967061923584
{'adoption-of-the-budget-resolution=y', 'education-spending=n', 'superfund-right-to-sue=n', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9640287769784173 | Consequent Support: 0.5678160919540229 | Support: 0.3080459770114943 | Lift: 1.6977834736259576
{'adoption-of-the-budget-resolution=y', 'physician-fee-freeze=n', 'education-spending=n', 'superfund-right-to-sue=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5563218390804597 | Support: 0.3080459770114943 | Lift: 1.7204840613931525
{'adoption-of-the-budget-resolution=y', 'education-spending=n', 'superfund-right-to-sue=n'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9178082191780822 | Consequent Support: 0.4850574712643678 | Support: 0.3080459770114943 | Lift: 1.8921638641823022
{'el-salvador-aid=y', 'duty-free-exports=n', 'religious-groups-in-schools=y', 'aid-to-nicaraguan-contras=n'} --> {'crime=y'} | Confidence: 0.9571428571428572 | Consequent Support: 0.5701149425287356 | Support: 0.3080459770114943 | Lift: 1.6788594470046083
{'crime=y', 'el-salvador-aid=y', 'duty-free-exports=n', 'aid-to-nicaraguan-contras=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9436619718309859 | Consequent Support: 0.6252873563218391 | Support: 0.3080459770114943 | Lift: 1.509165285832643
{'crime=y', 'religious-groups-in-schools=y', 'duty-free-exports=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9852941176470589 | Consequent Support: 0.48735632183908045 | Support: 0.3080459770114943 | Lift: 2.0217119866814652
{'el-salvador-aid=y', 'duty-free-exports=n', 'aid-to-nicaraguan-contras=n'} --> {'religious-groups-in-schools=y', 'crime=y'} | Confidence: 0.9054054054054055 | Consequent Support: 0.49195402298850577 | Support: 0.3080459770114943 | Lift: 1.8404268754736046
{'religious-groups-in-schools=y', 'duty-free-exports=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y', 'crime=y'} | Confidence: 0.9305555555555557 | Consequent Support: 0.4459770114942529 | Support: 0.3080459770114943 | Lift: 2.0865549828178698
{'crime=y', 'duty-free-exports=n', 'aid-to-nicaraguan-contras=n'} --> {'el-salvador-aid=y', 'religious-groups-in-schools=y'} | Confidence: 0.9305555555555557 | Consequent Support: 0.4528735632183908 | Support: 0.3080459770114943 | Lift: 2.054780033840948
